rate;red_hist;green_hist;blue_hist;std_pow;max_pow;min_pow;mean_pow;max_pow_freq;max_pow_time;band5;band10;band15;band20;band25;band30;band35;band40;band45;band50;band55;band60;band65;band70;band75;band80;band85;band90;band95;band100;band105;band110;band115;band120;band_last
4.7;"[2.47115556e+04 1.61302778e+03 7.60157407e+02 6.89444444e+02
 5.93250000e+02 5.32027778e+02 5.76027778e+02 5.30564815e+02
 6.91064815e+02 6.55481481e+02 7.92287037e+02 9.78129630e+02
 9.21074074e+02 8.79416667e+02 7.83425926e+02 8.75064815e+02
 9.19342593e+02 9.44555556e+02 9.67453704e+02 9.68203704e+02
 9.92703704e+02 1.05211111e+03 1.15597222e+03 1.15633333e+03
 1.22660185e+03 1.24473148e+03 1.14313889e+03 1.14975926e+03
 1.07169444e+03 1.17408333e+03 1.12095370e+03 1.12791667e+03
 1.01806481e+03 8.94444444e+02 7.05564815e+02 6.26879630e+02
 5.38546296e+02 5.03490741e+02 4.53666667e+02 4.50296296e+02
 4.38814815e+02 4.24064815e+02 3.69314815e+02 3.77157407e+02
 3.61546296e+02 3.64759259e+02 3.31314815e+02 3.53444444e+02
 3.23555556e+02 3.15648148e+02 3.16055556e+02 3.01046296e+02
 3.07981481e+02 2.87601852e+02 2.82750000e+02 2.53907407e+02
 2.56000000e+02 2.34666667e+02 2.32416667e+02 2.27351852e+02
 2.12055556e+02 2.09537037e+02 1.99212963e+02 2.01379630e+02
 1.88685185e+02 1.90342593e+02 1.88407407e+02 1.77259259e+02
 1.78092593e+02 1.60240741e+02 1.70000000e+02 1.63750000e+02
 1.58148148e+02 1.62629630e+02 1.48518519e+02 1.52527778e+02
 1.37268519e+02 1.42203704e+02 1.40055556e+02 1.27324074e+02
 1.24509259e+02 1.22527778e+02 1.19268519e+02 1.08972222e+02
 1.05537037e+02 9.97037037e+01 9.79259259e+01 9.23240741e+01
 8.98425926e+01 8.66203704e+01 8.22685185e+01 8.13611111e+01
 8.22037037e+01 7.87592593e+01 7.90000000e+01 7.78148148e+01
 7.87222222e+01 7.57407407e+01 7.32222222e+01 7.22685185e+01
 7.30462963e+01 7.43703704e+01 7.11296296e+01 6.89259259e+01
 6.80092593e+01 6.76203704e+01 6.84444444e+01 6.65092593e+01
 6.69629630e+01 6.35740741e+01 6.48796296e+01 6.58703704e+01
 6.55277778e+01 6.71388889e+01 6.51574074e+01 6.25740741e+01
 5.99444444e+01 5.84722222e+01 6.19074074e+01 5.83518519e+01
 5.87500000e+01 5.62500000e+01 5.60833333e+01 5.46111111e+01
 5.47314815e+01 5.88703704e+01 5.25740741e+01 5.35925926e+01
 5.73703704e+01 5.43518519e+01 5.19537037e+01 5.32777778e+01
 5.32685185e+01 5.03611111e+01 4.94907407e+01 4.63981481e+01
 5.00925926e+01 4.79166667e+01 5.03703704e+01 5.29259259e+01
 5.09166667e+01 5.26759259e+01 5.10740741e+01 5.60277778e+01
 5.47314815e+01 5.36296296e+01 5.34907407e+01 5.15833333e+01
 5.42962963e+01 4.86944444e+01 5.25462963e+01 4.82314815e+01
 5.44074074e+01 4.84166667e+01 4.77314815e+01 4.28888889e+01
 4.34629630e+01 3.95555556e+01 3.99907407e+01 3.87129630e+01
 4.06481481e+01 3.96203704e+01 3.71018519e+01 3.90000000e+01
 3.93240741e+01 3.42222222e+01 3.62685185e+01 3.55648148e+01
 3.70648148e+01 3.97222222e+01 4.07222222e+01 3.60833333e+01
 3.73240741e+01 3.34907407e+01 3.32962963e+01 3.30370370e+01
 3.07962963e+01 3.21574074e+01 3.13703704e+01 3.03888889e+01
 2.64814815e+01 3.04444444e+01 3.54629630e+01 3.58055556e+01
 4.68333333e+01 3.59907407e+01 4.53148148e+01 4.08148148e+01
 3.30740741e+01 2.91388889e+01 4.38148148e+01 2.91388889e+01
 2.39814815e+01 2.67314815e+01 2.82314815e+01 2.24629630e+01
 2.61296296e+01 2.26018519e+01 1.91759259e+01 2.08333333e+01
 2.97870370e+01 3.39814815e+01 2.94444444e+01 9.31666667e+01
 4.17500000e+01 1.04425926e+02 3.95925926e+01 4.52777778e+01
 3.11203704e+01 2.38333333e+01 2.28425926e+01 2.71759259e+01
 1.82500000e+01 2.28425926e+01 1.83240741e+01 2.08703704e+01
 1.90555556e+01 2.37870370e+01 2.22870370e+01 1.73148148e+01
 1.83981481e+01 2.15648148e+01 1.71944444e+01 1.88888889e+01
 2.58055556e+01 2.26203704e+01 1.80925926e+01 2.90648148e+01
 2.86111111e+01 1.73055556e+01 1.93425926e+01 1.98148148e+01
 2.00740741e+01 1.95092593e+01 1.84537037e+01 1.78611111e+01
 2.22407407e+01 1.88518519e+01 2.23240741e+01 1.97777778e+01
 1.39537037e+01 1.28518519e+01 1.24259259e+01 1.14629630e+01
 1.10833333e+01 9.73148148e+00 7.71296296e+00 7.49074074e+00
 8.99074074e+00 6.95370370e+00 8.60185185e+00 1.50092593e+01
 1.35833333e+01 2.23055556e+01 6.94444444e+00 4.14444444e+01]";"[2.38848611e+04 1.16400000e+03 6.37972222e+02 6.76398148e+02
 5.25888889e+02 4.97018519e+02 4.38046296e+02 4.33250000e+02
 4.49731481e+02 6.30833333e+02 6.69000000e+02 7.28064815e+02
 7.47027778e+02 6.28787037e+02 5.95916667e+02 5.99611111e+02
 6.92879630e+02 6.69259259e+02 5.96388889e+02 5.82111111e+02
 5.52981481e+02 4.83851852e+02 5.23407407e+02 6.19148148e+02
 6.95527778e+02 7.10574074e+02 7.39083333e+02 7.36981481e+02
 6.89472222e+02 5.94546296e+02 5.48527778e+02 7.26259259e+02
 8.15490741e+02 8.02916667e+02 7.42351852e+02 7.14925926e+02
 6.14305556e+02 5.51592593e+02 6.12009259e+02 6.82629630e+02
 6.95083333e+02 7.35787037e+02 7.22629630e+02 7.19657407e+02
 6.53185185e+02 6.35194444e+02 7.21481481e+02 7.87398148e+02
 7.93092593e+02 6.61370370e+02 5.87592593e+02 5.65203704e+02
 5.86657407e+02 5.13064815e+02 5.31148148e+02 5.98740741e+02
 6.04694444e+02 6.07657407e+02 6.04824074e+02 6.07787037e+02
 6.03157407e+02 4.53444444e+02 4.12962963e+02 4.61685185e+02
 4.33842593e+02 3.95444444e+02 3.47222222e+02 3.05675926e+02
 2.70259259e+02 2.39185185e+02 2.19351852e+02 2.22259259e+02
 2.32333333e+02 2.36675926e+02 2.30796296e+02 2.22851852e+02
 2.18601852e+02 2.01796296e+02 1.74546296e+02 1.81824074e+02
 1.86166667e+02 1.87796296e+02 1.93620370e+02 1.88527778e+02
 1.58990741e+02 1.44083333e+02 1.36796296e+02 1.34666667e+02
 1.33111111e+02 1.33268519e+02 1.31296296e+02 1.27574074e+02
 1.24129630e+02 1.17675926e+02 1.08083333e+02 1.06833333e+02
 1.04990741e+02 1.07527778e+02 1.05333333e+02 9.95833333e+01
 9.33518519e+01 8.81018519e+01 8.40555556e+01 7.94814815e+01
 7.73888889e+01 7.89537037e+01 7.73611111e+01 7.67870370e+01
 7.70925926e+01 7.59351852e+01 7.17592593e+01 7.17870370e+01
 7.32500000e+01 7.28148148e+01 6.55740741e+01 6.31666667e+01
 6.48333333e+01 6.06388889e+01 6.75555556e+01 6.43333333e+01
 6.17777778e+01 6.07962963e+01 6.00277778e+01 5.53611111e+01
 5.78611111e+01 5.94907407e+01 5.92500000e+01 5.73333333e+01
 5.41481481e+01 5.22037037e+01 4.75740741e+01 5.12222222e+01
 4.99537037e+01 4.89722222e+01 4.45185185e+01 4.10555556e+01
 4.18888889e+01 3.96759259e+01 3.95277778e+01 4.27500000e+01
 4.44259259e+01 4.27592593e+01 4.32500000e+01 4.28425926e+01
 3.93425926e+01 3.85740741e+01 4.33333333e+01 4.02592593e+01
 3.70925926e+01 3.94629630e+01 3.74074074e+01 3.67685185e+01
 3.67962963e+01 3.93703704e+01 3.68518519e+01 3.79814815e+01
 3.70092593e+01 3.62592593e+01 3.59351852e+01 3.70000000e+01
 3.86388889e+01 3.83425926e+01 3.58611111e+01 3.47592593e+01
 3.69814815e+01 3.78240741e+01 3.87500000e+01 3.94074074e+01
 3.60740741e+01 3.20000000e+01 2.84444444e+01 2.76481481e+01
 3.05185185e+01 2.78148148e+01 3.01111111e+01 2.77592593e+01
 2.81851852e+01 2.92777778e+01 3.20000000e+01 3.28796296e+01
 3.38240741e+01 3.45740741e+01 3.14351852e+01 3.46111111e+01
 3.53888889e+01 3.85370370e+01 3.79629630e+01 3.25462963e+01
 3.26666667e+01 3.45925926e+01 3.34074074e+01 3.37962963e+01
 2.89259259e+01 2.77314815e+01 3.28796296e+01 3.16851852e+01
 3.17129630e+01 3.26759259e+01 2.78796296e+01 2.62129630e+01
 3.33703704e+01 3.59259259e+01 3.01574074e+01 2.57592593e+01
 3.13240741e+01 4.87685185e+01 3.66944444e+01 4.59814815e+01
 2.90555556e+01 2.29537037e+01 1.79259259e+01 1.55833333e+01
 1.61111111e+01 1.88055556e+01 1.93611111e+01 1.93148148e+01
 3.14166667e+01 2.07685185e+01 1.56111111e+01 2.57962963e+01
 3.13240741e+01 2.04537037e+01 2.27314815e+01 1.43888889e+01
 2.55277778e+01 3.11296296e+01 2.96296296e+01 2.87407407e+01
 3.23148148e+01 2.50555556e+01 2.34722222e+01 2.70185185e+01
 3.06481481e+01 1.87314815e+01 1.73796296e+01 1.76481481e+01
 1.34537037e+01 1.65555556e+01 1.49537037e+01 1.86759259e+01
 1.62962963e+01 1.08425926e+01 1.16759259e+01 1.18240741e+01
 1.24537037e+01 1.22870370e+01 1.41296296e+01 1.32777778e+01
 1.56296296e+01 1.96944444e+01 2.25555556e+01 2.58888889e+01
 3.99259259e+01 4.62777778e+01 4.71018519e+01 1.41111111e+02]";"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]";3,67E+10;0.0008161678518268867;0.0;2,39E+08;34.453.125;48.561.632.653.061.200;4,55E+10;1,18E+10;2,18E+09;8,26E+07;3,94E+08;2,36E+08;2,31E+07;1,81E+08;1,26E+08;7,23E+06;3,11E+07;1,85E+07;1,14E+07;6,98E+05;5,16E+05;5,11E+05;1,93E+06;1,24E+06;2,74E+05;1,44E+03;1,99E+02;1,69E+02;1,59E+02;1,53E+01;1,49E+02
7.2;"[2.78458435e+04 3.61925217e+03 2.93840000e+03 1.59220870e+03
 1.20946087e+03 8.81313043e+02 8.59426087e+02 9.02017391e+02
 7.38921739e+02 1.08905217e+03 5.87704348e+02 6.44991304e+02
 5.07930435e+02 4.60695652e+02 4.16939130e+02 4.02747826e+02
 3.95547826e+02 3.67600000e+02 3.57669565e+02 3.72469565e+02
 3.51330435e+02 3.38208696e+02 3.30513043e+02 3.39426087e+02
 3.12965217e+02 3.11321739e+02 3.25191304e+02 3.09052174e+02
 2.92565217e+02 2.96617391e+02 2.99634783e+02 2.81304348e+02
 2.72286957e+02 2.90765217e+02 2.86234783e+02 2.77521739e+02
 2.80286957e+02 2.81269565e+02 2.69452174e+02 2.57026087e+02
 2.60400000e+02 2.63382609e+02 2.52173913e+02 2.49469565e+02
 2.50660870e+02 2.39191304e+02 2.33556522e+02 2.39704348e+02
 2.33165217e+02 2.29373913e+02 2.27773913e+02 2.33295652e+02
 2.22782609e+02 2.17252174e+02 2.10243478e+02 2.08939130e+02
 2.11286957e+02 2.12226087e+02 2.20391304e+02 2.16130435e+02
 2.03808696e+02 2.04113043e+02 2.00130435e+02 1.98304348e+02
 1.99165217e+02 1.97313043e+02 1.94313043e+02 1.94686957e+02
 1.88652174e+02 1.90860870e+02 1.88356522e+02 1.96721739e+02
 1.96660870e+02 1.90695652e+02 1.89913043e+02 1.83382609e+02
 1.83156522e+02 1.74495652e+02 1.73556522e+02 1.77643478e+02
 1.72478261e+02 1.76773913e+02 1.70217391e+02 1.70034783e+02
 1.67773913e+02 1.64617391e+02 1.67121739e+02 1.63678261e+02
 1.64426087e+02 1.62756522e+02 1.64356522e+02 1.58921739e+02
 1.58878261e+02 1.59008696e+02 1.61956522e+02 1.58643478e+02
 1.55182609e+02 1.59782609e+02 1.53434783e+02 1.48643478e+02
 1.49365217e+02 1.47852174e+02 1.50086957e+02 1.48252174e+02
 1.44913043e+02 1.47426087e+02 1.41939130e+02 1.43400000e+02
 1.42634783e+02 1.42313043e+02 1.39678261e+02 1.34652174e+02
 1.35800000e+02 1.33052174e+02 1.35747826e+02 1.37373913e+02
 1.38391304e+02 1.32191304e+02 1.36713043e+02 1.35243478e+02
 1.34669565e+02 1.38686957e+02 1.37939130e+02 1.40373913e+02
 1.38530435e+02 1.32400000e+02 1.36052174e+02 1.30713043e+02
 1.32756522e+02 1.31739130e+02 1.32608696e+02 1.27747826e+02
 1.25417391e+02 1.27304348e+02 1.19400000e+02 1.20547826e+02
 1.16095652e+02 1.21713043e+02 1.11339130e+02 1.20686957e+02
 1.23704348e+02 1.21434783e+02 1.16843478e+02 1.14808696e+02
 1.12878261e+02 1.11139130e+02 1.14304348e+02 1.15208696e+02
 1.15591304e+02 1.14991304e+02 1.11434783e+02 1.13347826e+02
 1.11695652e+02 1.14069565e+02 1.17078261e+02 1.15330435e+02
 1.13278261e+02 1.13591304e+02 1.10356522e+02 1.07530435e+02
 1.05321739e+02 1.00826087e+02 9.73304348e+01 9.84521739e+01
 9.94434783e+01 9.21304348e+01 8.98956522e+01 8.78173913e+01
 8.27565217e+01 8.04695652e+01 8.25130435e+01 8.16521739e+01
 8.35739130e+01 8.24000000e+01 8.25913043e+01 7.93913043e+01
 7.71652174e+01 7.85043478e+01 7.97478261e+01 7.82869565e+01
 7.74000000e+01 7.79913043e+01 8.01652174e+01 7.55826087e+01
 7.15913043e+01 7.77565217e+01 7.47304348e+01 7.69478261e+01
 7.30956522e+01 6.71391304e+01 6.54000000e+01 6.17565217e+01
 6.62608696e+01 6.65478261e+01 6.32086957e+01 6.28695652e+01
 6.57304348e+01 6.57304348e+01 6.31565217e+01 7.36434783e+01
 8.31652174e+01 8.53826087e+01 7.64000000e+01 1.05391304e+02
 8.47391304e+01 7.33913043e+01 6.61217391e+01 6.98695652e+01
 5.49826087e+01 6.12521739e+01 6.40695652e+01 6.29565217e+01
 6.16260870e+01 5.44260870e+01 6.38608696e+01 5.05565217e+01
 5.87043478e+01 5.77913043e+01 4.64956522e+01 4.37130435e+01
 3.86434783e+01 3.48260870e+01 3.17391304e+01 3.25217391e+01
 2.92260870e+01 2.89217391e+01 2.64347826e+01 2.50521739e+01
 2.40434783e+01 2.31739130e+01 2.29913043e+01 2.15304348e+01
 2.24956522e+01 1.96347826e+01 2.07913043e+01 1.89304348e+01
 1.91391304e+01 2.03739130e+01 2.18521739e+01 2.06695652e+01
 1.89913043e+01 2.10695652e+01 1.83478261e+01 1.58347826e+01
 2.03130435e+01 2.30000000e+01 1.79826087e+01 1.66608696e+01
 1.45739130e+01 1.66521739e+01 1.14782609e+01 9.62608696e+00
 7.87826087e+00 6.51304348e+00 5.26956522e+00 9.40000000e+00]";"[2.85503565e+04 1.57850435e+03 1.58126087e+03 1.40023478e+03
 1.05006957e+03 8.63365217e+02 1.13057391e+03 1.04607826e+03
 7.80313043e+02 7.32295652e+02 1.05947826e+03 9.79547826e+02
 6.37547826e+02 1.25313043e+03 7.19460870e+02 7.94156522e+02
 6.11278261e+02 5.38973913e+02 4.87634783e+02 4.85469565e+02
 4.71782609e+02 4.55852174e+02 4.47895652e+02 4.50365217e+02
 4.34530435e+02 4.11086957e+02 4.05382609e+02 3.94313043e+02
 3.87678261e+02 3.86400000e+02 3.82373913e+02 3.81852174e+02
 3.71860870e+02 3.54017391e+02 3.44678261e+02 3.35226087e+02
 3.31460870e+02 3.31391304e+02 3.18226087e+02 3.10426087e+02
 3.01791304e+02 2.92286957e+02 2.91365217e+02 2.90217391e+02
 2.90486957e+02 2.81547826e+02 2.71600000e+02 2.60008696e+02
 2.57904348e+02 2.49339130e+02 2.49704348e+02 2.47600000e+02
 2.40921739e+02 2.35704348e+02 2.23956522e+02 2.21286957e+02
 2.25313043e+02 2.19060870e+02 2.18843478e+02 2.10217391e+02
 2.08904348e+02 1.99843478e+02 1.97139130e+02 2.00304348e+02
 2.04800000e+02 2.04426087e+02 1.93434783e+02 1.92356522e+02
 1.83826087e+02 1.81330435e+02 1.84469565e+02 1.81113043e+02
 1.78208696e+02 1.74173913e+02 1.72973913e+02 1.67330435e+02
 1.69321739e+02 1.68095652e+02 1.73321739e+02 1.71417391e+02
 1.69304348e+02 1.66947826e+02 1.66417391e+02 1.68965217e+02
 1.63947826e+02 1.69869565e+02 1.67678261e+02 1.62278261e+02
 1.60460870e+02 1.63530435e+02 1.55208696e+02 1.57852174e+02
 1.53269565e+02 1.54826087e+02 1.46139130e+02 1.41921739e+02
 1.43400000e+02 1.37782609e+02 1.33617391e+02 1.36521739e+02
 1.33321739e+02 1.34000000e+02 1.30791304e+02 1.26982609e+02
 1.25069565e+02 1.21008696e+02 1.23321739e+02 1.22486957e+02
 1.21886957e+02 1.19782609e+02 1.19052174e+02 1.18069565e+02
 1.14086957e+02 1.14252174e+02 1.13608696e+02 1.15078261e+02
 1.12478261e+02 1.12191304e+02 1.09991304e+02 1.12600000e+02
 1.12052174e+02 1.10260870e+02 1.10956522e+02 1.14921739e+02
 1.19895652e+02 1.16591304e+02 1.13469565e+02 1.14052174e+02
 1.12556522e+02 1.12591304e+02 1.10147826e+02 1.08826087e+02
 1.06286957e+02 1.04008696e+02 1.04139130e+02 1.05339130e+02
 1.02408696e+02 1.03200000e+02 1.00730435e+02 9.78086957e+01
 9.89391304e+01 1.00947826e+02 1.02069565e+02 9.68869565e+01
 9.82695652e+01 9.60086957e+01 8.88521739e+01 9.36347826e+01
 9.23739130e+01 8.91565217e+01 8.87304348e+01 8.76869565e+01
 9.24956522e+01 8.84695652e+01 8.93130435e+01 8.95043478e+01
 8.72608696e+01 8.82869565e+01 8.89913043e+01 9.29565217e+01
 9.33739130e+01 9.53652174e+01 9.12608696e+01 8.03913043e+01
 8.16521739e+01 8.07739130e+01 7.82260870e+01 7.38173913e+01
 7.22956522e+01 6.95739130e+01 6.89913043e+01 7.05043478e+01
 6.22347826e+01 7.05043478e+01 7.13826087e+01 6.45913043e+01
 5.62956522e+01 5.79652174e+01 5.70956522e+01 5.74434783e+01
 5.18869565e+01 5.16956522e+01 5.31826087e+01 5.68260870e+01
 5.51826087e+01 5.35652174e+01 5.23217391e+01 5.50695652e+01
 5.45565217e+01 5.78869565e+01 5.36956522e+01 4.89826087e+01
 5.14347826e+01 4.75913043e+01 4.56173913e+01 4.52086957e+01
 4.67826087e+01 4.66608696e+01 4.51565217e+01 4.29304348e+01
 4.48956522e+01 4.49565217e+01 4.75304348e+01 5.30782609e+01
 5.76000000e+01 5.35391304e+01 5.45739130e+01 5.34434783e+01
 4.64869565e+01 5.83913043e+01 5.71652174e+01 5.56000000e+01
 5.81913043e+01 6.96608696e+01 6.53391304e+01 5.63652174e+01
 7.31565217e+01 8.01391304e+01 4.98260870e+01 6.31913043e+01
 7.15391304e+01 5.18695652e+01 4.14000000e+01 3.07304348e+01
 3.18434783e+01 3.26521739e+01 3.27826087e+01 2.50000000e+01
 3.80608696e+01 4.57478261e+01 3.87478261e+01 3.31913043e+01
 3.40260870e+01 2.61913043e+01 2.12173913e+01 1.99304348e+01
 1.89739130e+01 1.57913043e+01 1.52086957e+01 1.29304348e+01
 1.53391304e+01 1.34521739e+01 1.27304348e+01 1.09913043e+01
 1.16347826e+01 1.17913043e+01 1.27043478e+01 1.51391304e+01
 1.42173913e+01 1.16000000e+01 1.01217391e+01 1.11739130e+01
 1.14869565e+01 1.42782609e+01 1.65739130e+01 3.22695652e+01]";"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]";7,85E+09;0.0024496417709396487;0.0;4,16E+09;172.265.625;0.15528344671201813;7,25E+09;1,54E+10;9,18E+08;3,20E+08;1,84E+09;1,11E+09;7,61E+07;6,38E+07;6,14E+07;4,34E+07;3,54E+07;2,98E+07;2,53E+08;2,03E+08;1,61E+08;1,15E+08;8,77E+06;5,44E+06;1,36E+06;6,31E+03;3,85E+02;2,43E+02;1,99E+03;1,76E+03;1,64E+03
